gb|13384-14226	MB-RF037|MB-RF093|MB-RF099
gb|CAJ47133.2|ARO:3001132|SHV-78	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47134.2|ARO:3001133|SHV-79	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47135.2|ARO:3001134|SHV-80	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47136.2|ARO:3001135|SHV-81	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47137.2|ARO:3001136|SHV-82	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ66089.1|ARO:3001017|TEM-150	MB-RF034|MB-RF127
gb|CAJ77809.1|ARO:3001650|OXA-90	MB-RF037|MB-RF093|MB-RF101
gb|CAJ77817.2|ARO:3001438|OXA-100	MB-RF037|MB-RF093|MB-RF101
gb|CAJ77855.1|ARO:3000779|adeH	MB-RF006|MB-RF009|MB-RF072|MB-RF086|MB-RF108
gb|CAJ77856.1|ARO:3000777|adeF	MB-RF006|MB-RF072|MB-RF085|MB-RF086|MB-RF108|MB-RF085|MB-RF108
gb|CAJ77857.1|ARO:3000778|adeG	MB-RF006|MB-RF072|MB-RF083|MB-RF086|MB-RF108
gb|CAK12750.1|ARO:3002619|aadA22	MB-RF011|MB-RF012|MB-RF014
gb|CAK50801.1|ARO:3001646|OXA-98	MB-RF037|MB-RF093|MB-RF101
gb|CAK55557.1|ARO:3002585|AAC(6')-31	MB-RF004|MB-RF005|MB-RF011|MB-RF002|MB-RF003|MB-RF004|MB-RF011|MB-RF005|MB-RF011|MB-RF011|MB-RF012|MB-RF014|MB-RF004|MB-RF011
gb|CAK95238.1|ARO:3003867|ADC-23	MB-RF036
gb|CAK95239.1|ARO:3003866|ADC-22	MB-RF036
gb|CAK95240.1|ARO:3003865|ADC-21	MB-RF036
gb|CAK95241.1|ARO:3003864|ADC-20	MB-RF036
gb|CAK95242.1|ARO:3003863|ADC-19	MB-RF036
gb|CAK95243.1|ARO:3003862|ADC-18	MB-RF036
gb|CAK95244.1|ARO:3003861|ADC-17	MB-RF036
gb|CAK95245.1|ARO:3003860|ADC-16	MB-RF036
gb|CAK95246.1|ARO:3003859|ADC-15	MB-RF036
gb|CAK95247.1|ARO:3003858|ADC-14	MB-RF036
gb|CAK95248.2|ARO:3003857|ADC-13	MB-RF036
gb|CAK95249.1|ARO:3003856|ADC-12	MB-RF036
gb|CAL08007.1|ARO:3001001|TEM-137	MB-RF034|MB-RF127
gb|CAL25116.3|ARO:3003854|ADC-8	MB-RF036
gb|CAL30186.1|ARO:3002699|cmlB1	MB-RF086|MB-RF142|MB-RF145
gb|CAL34518.1|ARO:3000526|cmeR	MB-RF060|MB-RF107|MB-RF108
gb|CAL64019.1|ARO:3003441|cfrA	MB-RF032
gb|CAL80726.1|ARO:3001921|CTX-M-60	MB-RF034|MB-RF048
gb|CAL84423.1|ARO:3004146|cfrC	MB-RF032
gb|CAL85435.1|ARO:3001439|OXA-101	MB-RF037|MB-RF093|MB-RF094
gb|CAM12479.1|ARO:3000567|tet(40)	MB-RF086|MB-RF129|MB-RF142
gb|CAM86994.1|ARO:3001617|OXA-69	MB-RF037|MB-RF093|MB-RF101
gb|CAM88398.1|ARO:3002370|VEB-1	MB-RF034|MB-RF159
gb|CAM96571.1|ARO:3004605|ermZ	MB-RF055|MB-RF058
gb|CAO83029.1|ARO:3002288|VIM-18	MB-RF035|MB-RF123|MB-RF160
gb|CAO98721.1|ARO:3000886|TEM-15	MB-RF034|MB-RF127
gb|CAP01453.1|ARO:3001620|OXA-75	MB-RF037|MB-RF093|MB-RF101
gb|CAP07796.1|ARO:3000860|rmtB	MB-RF001
gb|CAP12346.2|ARO:3002465|LEN-18	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAP12347.2|ARO:3002466|LEN-19	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAP12348.2|ARO:3002467|LEN-20	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAP12349.2|ARO:3002468|LEN-21	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAP12350.2|ARO:3002469|LEN-22	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAP12351.2|ARO:3002470|LEN-23	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAP12352.2|ARO:3002471|LEN-24	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAP12353.2|ARO:3002428|OKP-A-11	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118
gb|CAP12354.2|ARO:3002429|OKP-A-12	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAP12355.2|ARO:3002439|OKP-B-6	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAP12356.2|ARO:3002438|OKP-B-5	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAP12357.2|ARO:3002450|OKP-B-17	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAP12358.1|ARO:3002451|OKP-B-18	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAP12359.2|ARO:3002452|OKP-B-19	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAP12360.2|ARO:3002453|OKP-B-20	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAP60699.1|ARO:3002049|CMY-38	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAP69660.1|ARO:3001811|OXA-129	MB-RF037|MB-RF093|MB-RF094
gb|CAQ00120.1|ARO:3001022|TEM-156	MB-RF034|MB-RF127
gb|CAQ03503.1|ARO:3001336|SHV-98	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAQ03504.1|ARO:3001337|SHV-99	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAQ03505.1|ARO:3001338|SHV-100	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAQ03506.1|ARO:3001155|SHV-106	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAQ03507.1|ARO:3001156|SHV-107	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAQ42480.1|ARO:3001938|CTX-M-77	MB-RF034|MB-RF048
gb|CAQ42481.2|ARO:3001939|CTX-M-78	MB-RF034|MB-RF048
gb|CAQ42486.1|ARO:3001937|CTX-M-76	MB-RF034|MB-RF048
gb|CAQ49384.1|ARO:3000186|tetM	MB-RF137|MB-RF138|MB-RF142|MB-RF143|MB-RF137|MB-RF140|MB-RF137|MB-RF138
gb|CAQ51348.1|ARO:3001451|OXA-139	MB-RF037|MB-RF093|MB-RF100
gb|CAQ53840.1|ARO:3000853|AIM-1	MB-RF035|MB-RF125
gb|CAX52582.1|ARO:3003324|Bacillus	MB-RF060|MB-RF087
gb|CAZ39946.1|ARO:3000589|NDM-1	MB-RF035|MB-RF090|MB-RF123
gb|CBB16411.1|ARO:3002056|CMY-45	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CBG22732.1|ARO:3002341|GES-12	MB-RF034|MB-RF059
gb|CBH19182.1|ARO:3002057|CMY-46	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CBH51823.1|ARO:3000556|tet44	MB-RF137|MB-RF142|MB-RF143
gb|CBH51824.1|ARO:3002629|ANT(6)-Ib	MB-RF011|MB-RF012|MB-RF016
gb|CBI75447.1|ARO:3002061|CMY-50	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CBI75448.1|ARO:3001831|ACT-8	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|CBJ06718.1|ARO:3001042|TEM-177	MB-RF034|MB-RF127
gb|CBL58195.1|ARO:3002831|vgaC	MB-RF006
gb|CBL80615.1|ARO:3001955|CTX-M-95	MB-RF034|MB-RF048
gb|CBW46935.1|ARO:3001959|CTX-M-100	MB-RF034|MB-RF048
gb|CBX53726.1|ARO:3000910|TEM-40	MB-RF034|MB-RF127
gb|CBY77552.1|ARO:3003106|Erm(42)	MB-RF055|MB-RF058
gb|CBY80143.1|ARO:3002296|VIM-26	MB-RF035|MB-RF123|MB-RF160
gb|CBY88906.1|ARO:3004105|TMB-1	MB-RF051|MB-RF035|MB-RF050|MB-RF051|MB-RF052|MB-RF123|MB-RF035|MB-RF050|MB-RF123|MB-RF052
gb|CBY88983.1|ARO:3002833|vgaE	MB-RF006
gb|CCA61905.1|ARO:3001375|TEM-184	MB-RF034|MB-RF127
gb|CCA94644.1|ARO:3001486|OXA-208	MB-RF037|MB-RF093|MB-RF101
gb|CCA94649.1|ARO:3001488|OXA-216	MB-RF037|MB-RF093|MB-RF101
gb|CCE73593.2|ARO:3001503|OXA-258	MB-RF037|MB-RF093|MB-RF096
gb|CCE94500.1|ARO:3001502|OXA-256	MB-RF037|MB-RF093|MB-RF094
gb|CCF55073.1|ARO:3003205|Erm(43)	MB-RF055|MB-RF056|MB-RF058
gb|CCJ32595.1|ARO:3001672|OXA-120	MB-RF037|MB-RF093|MB-RF101
gb|CCJ32596.1|ARO:3001673|OXA-248	MB-RF037|MB-RF093|MB-RF101
gb|CCJ32597.1|ARO:3001674|OXA-249	MB-RF037|MB-RF093|MB-RF101
gb|CCJ32598.1|ARO:3001675|OXA-250	MB-RF037|MB-RF093|MB-RF101
gb|CCK86740.1|ARO:3001819|ACC-5	MB-RF036|MB-RF038
gb|CCK86741.1|ARO:3001835|ACT-13	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|CCK86743.1|ARO:3002103|CMY-90	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CCK86744.1|ARO:3001347|SHV-164	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CCP44758.1|ARO:3000392|Erm(37)	MB-RF055|MB-RF058
gb|CCP45647.1|ARO:3003955|efpA	MB-RF086|MB-RF142|MB-RF145
gb|CCP46065.1|ARO:3000816|mtrA	MB-RF022|MB-RF060|MB-RF108
gb|CCQ22388.1|ARO:3000421|norB	MB-RF086|MB-RF142|MB-RF145
gb|CCW28916.1|ARO:3001504|OXA-309	MB-RF037|MB-RF093|MB-RF098
gb|CCW43444.1|ARO:3002255|CARB-16	MB-RF030|MB-RF034
gb|CDA01504.1|ARO:3002460|LEN-10	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CDF47262.1|ARO:3004649|cfr(B)	MB-RF032
gb|CDG50843.1|ARO:3001962|CTX-M-103	MB-RF034|MB-RF048
gb|CDL65151.1|ARO:3003971|erm(44)	MB-RF055|MB-RF056|MB-RF058
gb|CDL68900.1|ARO:3002143|DHA-12	MB-RF036|MB-RF049
gb|CDM87362.1|ARO:3001559|OXA-373	MB-RF037|MB-RF093|MB-RF098
gb|CDN33426.1|ARO:3001394|TEM-217	MB-RF034|MB-RF127
gb|CDN33427.1|ARO:3001351|SHV-183	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CDO61513.1|ARO:3003948|efrA	MB-RF006|MB-RF010|MB-RF086|MB-RF088|MB-RF108
gb|CDO61516.1|ARO:3003949|efrB	MB-RF006|MB-RF010|MB-RF086|MB-RF088|MB-RF108
gb|CDR98216.1|ARO:3000876|TEM-4	MB-RF034|MB-RF127
gb|CEA29750.1|ARO:3003154|SHV-187	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CEA29751.1|ARO:3003155|SHV-188	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CEA29752.1|ARO:3003173|MIR-17	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|CEJ95855.1|ARO:3004595|erm45	MB-RF058|MB-RF055
gb|CFB60580.1|ARO:3001458|OXA-153	MB-RF093|MB-RF037
gb|CTQ57092.1|ARO:3004682|aadA27	MB-RF011|MB-RF012|MB-RF014
gb|CUU67654.1|ARO:3003971|erm(44)	MB-RF055|MB-RF056|MB-RF058
gb|CZT31773.1|ARO:3004094|Erm(48)	MB-RF058|MB-RF055
gb|EGP45230|ARO:3004142|OprZ	MB-RF006|MB-RF009|MB-RF072|MB-RF086|MB-RF108
gb|EGP45231.1|ARO:3004144|AxyY	MB-RF006|MB-RF008|MB-RF072|MB-RF086|MB-RF108
gb|EGP45232.2|ARO:3004143|AxyX	MB-RF006|MB-RF072|MB-RF086|MB-RF108
gb|EHL92831.1|ARO:3004588|Klebsiella	MB-RF006|MB-RF072|MB-RF086
gb|EIM09515.1|ARO:3004747|BAT-1	MB-RF093|MB-RF037|MB-RF060
gb|EKE23052.1|ARO:3001737|OXA-282	MB-RF037|MB-RF093|MB-RF098
gb|ENU09033.1|ARO:3001724|OXA-268	MB-RF037|MB-RF093|MB-RF101
gb|ENU15301.1|ARO:3001738|OXA-283	MB-RF037|MB-RF093|MB-RF098
gb|ENU21024.1|ARO:3001751|OXA-296	MB-RF093|MB-RF099|MB-RF037
gb|ENU35234.1|ARO:3001734|OXA-279	MB-RF093|MB-RF099|MB-RF037
gb|ENU37733|ARO:3004091|ANT(3'')-IIc	MB-RF011|MB-RF012|MB-RF014
gb|ENU38533.1|ARO:3001736|OXA-281	MB-RF037|MB-RF093|MB-RF098
gb|ENU54757.1|ARO:3001716|OXA-260	MB-RF037|MB-RF093|MB-RF101
gb|ENU91137|ARO:3004090|ANT(3'')-IIb	MB-RF011|MB-RF012|MB-RF014
gb|ENU93232.1|ARO:3001749|OXA-294	MB-RF093|MB-RF099|MB-RF037
gb|ENV02983.1|ARO:3001760|OXA-305	MB-RF037|MB-RF093|MB-RF101
gb|ENV13583.1|ARO:3001732|OXA-276	MB-RF037|MB-RF093|MB-RF098
gb|ENV18923.1|ARO:3001731|OXA-275	MB-RF037|MB-RF093|MB-RF099
gb|ENV20093.1|ARO:3001755|OXA-300	MB-RF037|MB-RF093|MB-RF099
gb|ENV32314.1|ARO:3001763|OXA-308	MB-RF093|MB-RF099|MB-RF037
gb|ENV34035|ARO:3004087|APH(3')-IX	MB-RF011|MB-RF018|MB-RF020
gb|ENV38192.1|ARO:3001722|OXA-266	MB-RF093|MB-RF099|MB-RF037
gb|ENV45890.1|ARO:3001733|OXA-277	MB-RF037|MB-RF093|MB-RF098
gb|ENV74419.1|ARO:3001735|OXA-280	MB-RF037|MB-RF093|MB-RF098
gb|ENV82218.1|ARO:3001754|OXA-299	MB-RF093|MB-RF037
gb|ENV88740.1|ARO:3001707|OXA-103	MB-RF037|MB-RF093|MB-RF100
gb|ENV90372.1|ARO:3001756|OXA-301	MB-RF037|MB-RF093|MB-RF099
gb|ENV93423.1|ARO:3001723|OXA-267	MB-RF037|MB-RF093|MB-RF101
gb|ENW12288.1|ARO:3001729|OXA-273	MB-RF037|MB-RF093|MB-RF101
gb|ENW16915.1|ARO:3001728|OXA-272	MB-RF037|MB-RF093|MB-RF101
gb|ENW20318.1|ARO:3001720|OXA-264	MB-RF037|MB-RF093|MB-RF099
gb|ENW35072.1|ARO:3001717|OXA-261	MB-RF037|MB-RF093|MB-RF101
gb|ENW43915.1|ARO:3001719|OXA-263	MB-RF037|MB-RF093|MB-RF101
gb|ENW50687.1|ARO:3001718|OXA-262	MB-RF037|MB-RF093|MB-RF101
gb|ENW94121.1|ARO:3001746|OXA-291	MB-RF037|MB-RF093|MB-RF099
gb|ENX09209.1|ARO:3001752|OXA-297	MB-RF093|MB-RF099|MB-RF037
gb|ENX16434.1|ARO:3001739|OXA-284	MB-RF037|MB-RF093|MB-RF098
gb|ENX18112.1|ARO:3001757|OXA-302	MB-RF037|MB-RF093|MB-RF099
gb|ENX19403.1|ARO:3001750|OXA-295	MB-RF093|MB-RF099|MB-RF037
gb|ENX26326.1|ARO:3001740|OXA-285	MB-RF037|MB-RF093|MB-RF098
gb|ENX38336.1|ARO:3001761|OXA-306	MB-RF037|MB-RF093|MB-RF099
gb|ENX40034.1|ARO:3001753|OXA-298	MB-RF093|MB-RF099|MB-RF037
gb|ENX45276.1|ARO:3001759|OXA-304	MB-RF037|MB-RF093|MB-RF101
gb|ENX53612.1|ARO:3001747|OXA-292	MB-RF037|MB-RF093|MB-RF099
gb|ENX56371.1|ARO:3001758|OXA-303	MB-RF037|MB-RF093|MB-RF099
gb|ENX60508.1|ARO:3001743|OXA-288	MB-RF037|MB-RF093|MB-RF099
gb|EOQ63861.1|ARO:3001725|OXA-269	MB-RF037|MB-RF093|MB-RF101
gb|EOQ69512.1|ARO:3001726|OXA-270	MB-RF037|MB-RF093|MB-RF101
gb|EOQ72432.1|ARO:3001727|OXA-271	MB-RF037|MB-RF093|MB-RF101
gb|EOR02560.1|ARO:3004479|OXA-664	MB-RF037|MB-RF093|MB-RF099
gb|EOU56998.1|ARO:3004597|Klebsiella	MB-RF006|MB-RF010|MB-RF054|MB-RF086|MB-RF108|MB-RF145
gb|EPF70268.1|ARO:3004478|OXA-665	MB-RF037|MB-RF093|MB-RF100
gb|EPF73263|ARO:3004086|APH(3')-VIII	MB-RF011|MB-RF018|MB-RF020
gb|EPH31616.1|ARO:3001741|OXA-286	MB-RF037|MB-RF093|MB-RF099
gb|EPH38243.1|ARO:3001730|OXA-274	MB-RF037|MB-RF093|MB-RF099
gb|EXE65374.1|ARO:3003888|ADC-82	MB-RF036
gb|KIX81495.1|ARO:3002813|lmrB	MB-RF086|MB-RF006|MB-RF064|MB-RF054|MB-RF145
gb|KSC15183.1|ARO:3002537|AAC(3)-IIIb	MB-RF002|MB-RF003|MB-RF011
gb|KSG40284.1|ARO:3003642|OXA-485	MB-RF037|MB-RF093
gb|KTE89608.1|ARO:3003723|vanI	MB-RF148
gb|NP_249116.1|ARO:3000377|MexA	MB-RF006|MB-RF072|MB-RF081|MB-RF086|MB-RF108|MB-RF006|MB-RF072|MB-RF081|MB-RF108
gb|NP_252896.1|ARO:3000808|mexI	MB-RF084|MB-RF108|MB-RF006|MB-RF072|MB-RF084|MB-RF086|MB-RF108
gb|NP_388442.1|ARO:3004476|vmlR	MB-RF006
gb|NP_418574.1|ARO:3004290|Escherichia	MB-RF036|MB-RF038
gb|NP_862226.1|ARO:3004639|Corynebacterium	MB-RF006
gb|OPG86592.1|ARO:3004626|Erm(49)	MB-RF058|MB-RF055
gb|OTK94966.1|ARO:3001528|OXA-340	MB-RF037|MB-RF093|MB-RF101
gb|OWG16436.1|ARO:3004489|OXA-663	MB-RF037|MB-RF093|MB-RF094
gb|OYN70668.1|ARO:3004511|MCR-3.2	MB-RF076|MB-RF078
gb|PCE45447.1|ARO:3001531|OXA-343	MB-RF037|MB-RF093|MB-RF101
gb|PLT17746.1|ARO:3003599|OXA-443	MB-RF037|MB-RF093|MB-RF096
gb|Q8FW76|ARO:3003772|Brucella	MB-RF060|MB-RF087
gb|QBQ69719.1|ARO:3004720|Tet(X4)	MB-RF128|MB-RF144
gb|QBQ85438.1|ARO:3004719|Tet(X3)	MB-RF128|MB-RF144
gb|QBY97442.1|ARO:3003643|OXA-486	MB-RF037|MB-RF093
gb|RFX69805.1|ARO:3001721|OXA-265	MB-RF037|MB-RF093|MB-RF099
gb|RIL13772.1|ARO:3001525|OXA-337	MB-RF037|MB-RF093|MB-RF101
gb|SAU22663.1|ARO:3001442|OXA-117	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|SBV31106.1|ARO:3004110|MCR-2	MB-RF076|MB-RF077
gb|SBZ31568.1|ARO:3004691|MCR-3.4	MB-RF076|MB-RF078
gb|SNU87672.1|ARO:3001459|OXA-154	MB-RF093|MB-RF037
gb|SOX29786.1|ARO:3004730|tva(A)	MB-RF006
gb|SPD96731.1|ARO:3001063|SHV-4	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|SUA76968.1|ARO:3001456|OXA-151	MB-RF037|MB-RF093
gb|SUA92210.1|ARO:3001461|OXA-156	MB-RF093|MB-RF037
gb|TKV86805.1|ARO:3003645|OXA-488	MB-RF037|MB-RF093
gb|WP_000192137.1|ARO:3000838|arlR	MB-RF022|MB-RF060
gb|WP_001572373.1|ARO:3004684|MCR-9	MB-RF076
gb|WP_010896559.1|ARO:3004643|Erm(K)	MB-RF058|MB-RF055
gb|WP_032865068.1|ARO:3001742|OXA-287	MB-RF037|MB-RF093|MB-RF099
gb|WP_032877719.1|ARO:3001748|OXA-293	MB-RF037|MB-RF093|MB-RF099
gb|WP_038350216.1|ARO:3001496|OXA-234	MB-RF037|MB-RF093|MB-RF101
gb|WP_063857816.1|ARO:3003853|ADC-7	MB-RF036
gb|WP_063978071.1|ARO:3000862|sgm	MB-RF001
